slots,layer,events,local_hidden_cosine,local_hidden_relative_l2,fifo_pool_hit8,fifo_ranked_recall8,fifo_ranked_recall16
22,2,1947,0.9825919694988958,0.14289895939914787,0.3626091422701592,0.16640986132511557,0.2929506933744222
22,3,1947,0.9957526294856102,0.06715102261742929,0.5809578839239856,0.23061119671289163,0.43380842321520285
22,4,1947,0.9857933172942026,0.10909969622301802,0.4829224447868516,0.19453004622496148,0.36787365177195686
22,5,1947,0.991584343112507,0.09880998789629349,0.41236517719568566,0.18881612737544942,0.3272984078068824
22,6,1947,0.9887363054272507,0.11813403234605555,0.3772470467385722,0.19311761684643042,0.3173472008217771
22,7,1947,0.992999096690567,0.10812879306330217,0.37249614791987673,0.17526964560862865,0.29808680020544426
22,8,1947,0.9986199250477851,0.04146493481551237,0.5670261941448382,0.2564843348741654,0.46154340010272216
22,9,1947,0.9987952687553696,0.03982044533386171,0.6245505906522856,0.25995120698510527,0.4863251155624037
22,10,1947,0.9974934546753281,0.05466880074628033,0.5582948125321007,0.2111581920903955,0.43014894709809964
22,11,1947,0.9988204879277582,0.041370357501519954,0.5933487416538265,0.2226502311248074,0.4344504365690806
22,12,1947,0.992373683259463,0.11418646376277593,0.3885464817668208,0.17193117616846432,0.30784540318438625
22,13,1947,0.997793151267662,0.05529963989304457,0.604070364663585,0.23786594761171032,0.4670647149460709
22,14,1947,0.9960406157037228,0.07426737591299172,0.5380713918849512,0.22868515665125835,0.404532614278377
22,15,1947,0.997302817558508,0.05022752640427937,0.7244478685156651,0.2816512583461736,0.5634309193631227
22,16,1947,0.9964978227597698,0.06305337722989358,0.6667308680020544,0.26970980996404725,0.5052003081664098
22,17,1947,0.9962612461565438,0.07313059412280358,0.5548921417565486,0.21854134565998973,0.43002054442732407
22,18,1947,0.9884182701936122,0.14084539101588947,0.37917308680020545,0.16923472008217771,0.3060477657935285
22,19,1947,0.9957499312667557,0.08104305406116839,0.5442989214175655,0.23504108885464817,0.4197483307652799
22,20,1947,0.9946577348074627,0.09263719301503255,0.47887776065742166,0.19786851566512584,0.36954288649203904
22,21,1947,0.9849832160514668,0.1450602538033104,0.4244350282485876,0.20647149460708783,0.3464946070878274
22,22,1947,0.9649211191412372,0.2221671585912757,0.2401129943502825,0.10663841807909605,0.19298921417565484
22,23,1947,0.9959513146680453,0.07304665700474555,0.6059322033898306,0.2306753980482794,0.4522342064714946
