slots,layer,events,recall8,recall16,recall32,residual_events,residual_recall8,residual_recall16,residual_recall32
32,9,1867,0.9258168184252812,0.9987279057311195,0.999933047670059,1609,0.8936392021071946,0.9984351416141348,0.999922311995028
32,10,1867,0.9359935725763256,0.9988618103910016,0.999933047670059,1799,0.8979591836734695,0.9986149712803408,0.9999073559384845
32,11,1867,0.9261515800749867,0.9988618103910016,1.0,1720,0.8957558139534884,0.9983624031007752,1.0
32,12,1867,0.9565479378682378,0.9996652383502946,1.0,1856,0.9493354885057471,0.9996408045977012,1.0
32,13,1867,0.9321103374397429,0.9988618103910016,0.999933047670059,1739,0.8983357978038828,0.998422054273118,0.9999281196089707
32,14,1867,0.9244777718264595,0.9978575254418853,1.0,1753,0.9094844212642275,0.9976516447993916,1.0
32,15,1867,0.9050615961435458,0.9850026780931976,0.9979914301017675,1484,0.8394966949043768,0.9637578616352201,0.985062893081761
32,16,1867,0.9311060524906267,0.9917648634172469,0.9997991430101768,1520,0.8995104949874686,0.9863486842105263,0.999671052631579
32,17,1867,0.9380021424745582,0.9985270487412962,0.9997991430101768,1747,0.9346178482841334,0.9982684602175157,0.9997424155695478
32,18,1867,0.9660551687198714,0.9997991430101768,1.0,1850,0.9627683397683398,0.9997876447876448,1.0
32,19,1867,0.9038564542046064,0.9957150508837708,1.0,1790,0.8617271880819367,0.9963594040968341,1.0
32,20,1867,0.9201928227102303,0.9974558114622389,1.0,1824,0.912609649122807,0.9965538847117794,1.0
32,21,1867,0.9428896625602571,0.9981253347616497,0.9998660953401178,1785,0.9337528344671202,0.9978097905828999,0.9998366013071897
32,22,1867,0.9372656668452062,0.998326191751473,1.0,1855,0.9337074829931973,0.9981003722243614,1.0
32,23,1867,0.9170460632029994,0.9938403856454204,0.9985270487412962,1751,0.8391150635011285,0.9794212830763374,0.9939843898724539
32,24,1867,0.9718130690948045,0.999933047670059,1.0,1824,0.9613212719298244,0.9999314692982456,1.0
32,25,1867,0.9046598821638993,0.9940412426352437,0.9985940010712373,1750,0.854755782312925,0.9928380952380951,0.9985
